sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
ANKRD34B_p79855681	ANKRD34B	636.03/229.16	647.51/348.93	432.6	498.22	0.20333	82772	11638	0.60832	0.7285	0.2715	0.54299	0.7338	True
CACNA1A_m13617002	CACNA1A	748.53/787.42	906.78/452.62	767.97	679.7	-0.17592	756.23	21087	0.6079	0.27163	0.72837	0.54325	0.73405	False
C10orf90_m128209869	C10orf90	428.35/622.01	637.79/557.47	525.18	597.63	0.18612	18752	14226	0.60745	0.72822	0.27178	0.54355	0.73434	True
C22orf39_p19435017	C22orf39	1461/1516.3	1262.6/1963.1	1488.6	1612.9	0.11556	1526.5	41849	0.60728	0.72817	0.27183	0.54366	0.73434	True
C16orf52_p22086830	C16orf52	445.66/615.12	723.99/482.33	530.39	603.16	0.18517	14359	14372	0.60704	0.72809	0.27191	0.54382	0.73434	True
C19orf35_p2280858	C19orf35	813.43/547.92	510.1/685.63	680.67	597.87	-0.18685	35248	18610	0.60703	0.27192	0.72808	0.54383	0.73434	False
BET1L_p205986	BET1L	510.56/365.28	366.86/640.78	437.92	503.82	0.20181	10553	11786	0.607	0.72807	0.27193	0.54386	0.73434	True
C7orf49_m134853629	C7orf49	1236/1013.1	1003.4/1031.1	1124.6	1017.2	-0.14462	24837	31300	0.60685	0.27198	0.72802	0.54395	0.73434	False
ADI1_m3523156	ADI1	754.3/701.27	661.12/965.82	727.78	813.47	0.16038	1406.1	19945	0.60676	0.728	0.272	0.54401	0.73434	True
C6orf70_m170153984	C6orf70	1016.8/923.54	1037.1/1102.1	970.16	1069.6	0.14063	4347.8	26861	0.6067	0.72797	0.27203	0.54405	0.73434	True
ACAD11_p132378547	ACAD11	50.479/451.43	257.97/145.63	250.95	201.8	-0.31311	80381	6621.8	0.6063	0.27216	0.72784	0.54432	0.73459	False
C16orf59_m2510640	C16orf59	307.2/558.26	571.03/163.69	432.73	367.36	-0.23568	31515	11642	0.60592	0.27228	0.72772	0.54457	0.73483	False
BHLHE23_m61637965	BHLHE23	246.62/375.62	261.21/251.07	311.12	256.14	-0.27956	8319.5	8272.4	0.60521	0.27252	0.72748	0.54504	0.73528	False
CABLES1_p20793935	CABLES1	656.22/425.58	591.12/637.28	540.9	614.2	0.18302	26597	14668	0.6052	0.72748	0.27252	0.54505	0.73528	True
C12orf66_m64615943	C12orf66	249.51/559.98	260.56/422.91	404.74	341.74	-0.24347	48196	10863	0.60466	0.2727	0.7273	0.54541	0.73558	False
C11orf80_p66512312	C11orf80	396.62/572.04	388.25/442.13	484.33	415.19	-0.22172	15387	13082	0.60451	0.27275	0.72725	0.54551	0.73558	False
CBFA2T3_m88958818	CBFA2T3	519.21/165.41	345.47/223.69	342.31	284.58	-0.26562	62587	9132.6	0.60448	0.27276	0.72724	0.54553	0.73558	False
AES_m3057678	AES	852.37/768.46	766.77/1034.6	810.42	900.67	0.15215	3520	22295	0.60443	0.72722	0.27278	0.54556	0.73558	True
CBLC_p45281220	CBLC	380.75/392.85	505.56/390.87	386.8	448.22	0.2121	73.127	10365	0.60328	0.72682	0.27318	0.54636	0.73636	True
C9orf43_m116175877	C9orf43	398.06/56.859	205.47/156.7	227.46	181.08	-0.32735	58209	5980.9	0.60325	0.27317	0.72683	0.54634	0.73636	False
C17orf58_m65989033	C17orf58	1207.2/1133.7	842.61/1280.4	1170.5	1061.5	-0.14084	2695.2	32624	0.60324	0.27317	0.72683	0.54635	0.73636	False
AGTPBP1_m88307605	AGTPBP1	713.91/432.48	515.93/480	573.2	497.97	-0.2026	39603	15576	0.60279	0.27333	0.72667	0.54665	0.73665	False
C12orf39_m21679875	C12orf39	672.09/578.93	526.31/567.38	625.51	546.84	-0.19358	4338.9	17050	0.60248	0.27343	0.72657	0.54685	0.73674	False
ANKRD37_m186318391	ANKRD37	537.96/880.46	817.98/768.35	709.21	793.16	0.16119	58654	19418	0.60246	0.72657	0.27343	0.54687	0.73674	True
ABCC1_p16101667	ABCC1	314.41/241.22	254.08/404.85	277.82	329.47	0.24519	2678.3	7357.1	0.60216	0.7263	0.2737	0.5474	0.73706	True
C12orf50_p88420254	C12orf50	911.5/708.16	827.7/612.23	809.83	719.97	-0.16947	20674	22278	0.60208	0.27356	0.72644	0.54712	0.73698	False
ACAD9_p128598525	ACAD9	563.92/515.18	278.71/946.02	539.55	612.36	0.18231	1187.7	14630	0.60199	0.72641	0.27359	0.54719	0.73698	True
BDH1_p197273293	BDH1	964.86/878.74	1182.9/852.81	921.8	1017.9	0.14285	3709	25475	0.60178	0.72634	0.27366	0.54732	0.73706	True
C8orf47_p99076922	C8orf47	250.95/341.16	227.5/471.26	296.05	349.38	0.2382	4068.5	7857.9	0.6016	0.72616	0.27384	0.54767	0.73733	True
ATE1_m123683817	ATE1	1811.5/1661	2068.3/1670.1	1736.2	1869.2	0.1064	11322	49078	0.60017	0.7258	0.2742	0.54839	0.7382	True
ANXA1_p75773459	ANXA1	0/175.75	86.205/146.21	87.874	116.21	0.39926	15444	2233.8	0.59952	0.71666	0.28334	0.56668	0.75082	True
ARHGAP19_m99025723	ARHGAP19	302.87/232.61	266.39/369.9	267.74	318.15	0.24801	2468.6	7081	0.59904	0.72522	0.27478	0.54955	0.73946	True
CCDC112_p114611062	CCDC112	307.2/539.3	486.12/488.15	423.25	487.14	0.20237	26936	11378	0.59893	0.72538	0.27462	0.54924	0.73924	True
ABHD14B_p52004124	ABHD14B	842.27/940.77	812.79/1158.1	891.52	985.42	0.14432	4850.4	24609	0.59859	0.72528	0.27472	0.54944	0.73942	True
C17orf96_p36830617	C17orf96	461.52/460.05	597.6/457.28	460.78	527.44	0.19453	1.0876	12424	0.59804	0.72509	0.27491	0.54982	0.7396	True
C9orf66_m215341	C9orf66	807.66/442.81	694.18/712.43	625.24	703.3	0.16948	66556	17042	0.59799	0.72508	0.27492	0.54985	0.7396	True
ADRB2_m148206406	ADRB2	813.43/835.66	1019.6/809.71	824.55	914.63	0.14942	247.17	22697	0.59795	0.72506	0.27494	0.54987	0.7396	True
C1orf43_m154192819	C1orf43	846.6/1323.3	1129.1/1248.3	1084.9	1188.7	0.13168	1.1361e+05	30159	0.59761	0.72495	0.27505	0.5501	0.73981	True
BACH2_p90718512	BACH2	379.31/129.23	193.15/217.86	254.27	205.51	-0.30582	31271	6712.4	0.59724	0.27517	0.72483	0.55035	0.74004	False
C4orf29_m128905538	C4orf29	1026.9/889.08	911.31/810.29	957.98	860.8	-0.15414	9495.2	26512	0.59683	0.27531	0.72469	0.55062	0.74025	False
ALDH7A1_m125930756	ALDH7A1	1303.8/1602.4	1397.4/1749.9	1453.1	1573.7	0.11492	44584	40815	0.59678	0.72467	0.27533	0.55065	0.74025	True
CBFB_p67063619	CBFB	314.41/79.259	361.02/118.25	196.83	239.64	0.28257	27648	5149.1	0.59651	0.72374	0.27626	0.55252	0.74097	True
C1orf87_m60538224	C1orf87	261.05/265.34	462.79/163.11	263.2	312.95	0.24891	9.2327	6956.6	0.59648	0.72435	0.27565	0.55129	0.74071	True
BNIPL_p151011341	BNIPL	1064.4/665.08	921.03/992.62	864.73	956.83	0.14584	79719	23844	0.59641	0.72455	0.27545	0.5509	0.74048	True
ARL3_p104465088	ARL3	1491.3/1145.8	1534.2/873.78	1318.5	1204	-0.13102	59679	36908	0.5963	0.27549	0.72451	0.55098	0.74049	False
C4orf36_m87812665	C4orf36	826.41/544.47	814.09/720	685.44	767.04	0.16205	39744	18744	0.59603	0.72442	0.27558	0.55116	0.74063	True
ACRC_p70800697	ACRC	227.88/661.64	283.25/475.92	444.76	379.58	-0.22804	94075	11977	0.59558	0.27573	0.72427	0.55146	0.74075	False
AIFM3_m21322251	AIFM3	713.91/477.28	434.92/604.66	595.59	519.79	-0.19606	27999	16206	0.59549	0.27576	0.72424	0.55152	0.74075	False
ASUN_m27089664	ASUN	1280.7/675.42	888.63/1263.5	978.07	1076.1	0.13761	1.8319e+05	27088	0.59538	0.72421	0.27579	0.55159	0.74075	True
AKT1_m105246533	AKT1	237.97/777.08	425.84/728.74	507.53	577.29	0.18547	1.4532e+05	13731	0.59534	0.72419	0.27581	0.55162	0.74075	True
ALKBH3_m43904640	ALKBH3	298.55/318.76	303.99/421.16	308.65	362.58	0.23161	204.27	8204.4	0.59533	0.7241	0.2759	0.5518	0.7408	True
C9orf72_m27566967	C9orf72	575.46/651.3	534.08/538.83	613.38	536.46	-0.19297	2876	16708	0.59509	0.27589	0.72411	0.55178	0.7408	False
BCL9L_m118779231	BCL9L	2304.7/1554.2	1740.3/1840.2	1929.4	1790.2	-0.10796	2.8167e+05	54745	0.59488	0.27596	0.72404	0.55192	0.74086	False
AFF3_p100623867	AFF3	918.71/544.47	682.51/612.23	731.59	647.37	-0.17619	70028	20053	0.59475	0.27601	0.72399	0.55201	0.74087	False
BARHL2_m91182666	BARHL2	1375.9/563.43	913.26/831.26	969.67	872.26	-0.15257	3.3006e+05	26847	0.5945	0.27609	0.72391	0.55218	0.74091	False
ANKS1B_p99175896	ANKS1B	915.83/1035.5	699.36/1056.7	975.68	878.03	-0.15197	7164.5	27019	0.59407	0.27623	0.72377	0.55247	0.74097	False
C1orf198_p230979558	C1orf198	1569.2/1481.8	1720.2/1576.9	1525.5	1648.6	0.11187	3817.2	42922	0.59404	0.72376	0.27624	0.55248	0.74097	True
CBX5_m54651346	CBX5	797.56/890.8	790.11/717.09	844.18	753.6	-0.16356	4346.4	23257	0.59399	0.27626	0.72374	0.55252	0.74097	False
BAX_m49458809	BAX	372.1/782.25	442.04/860.97	577.17	651.51	0.17449	84111	15687	0.59347	0.72357	0.27643	0.55287	0.74125	True
ANAPC7_p110841436	ANAPC7	473.06/694.38	383.71/933.2	583.72	658.46	0.17354	24491	15872	0.59325	0.72349	0.27651	0.55301	0.74125	True
ACTL6B_p100253094	ACTL6B	927.37/1366.4	1424/657.67	1146.9	1040.8	-0.13982	96354	31943	0.59321	0.27652	0.72348	0.55304	0.74125	False
ADCK5_m145603095	ADCK5	889.87/987.29	871.77/1196.5	938.58	1034.1	0.13974	4745.3	25956	0.59314	0.72346	0.27654	0.55308	0.74125	True
CCBL1_p131605037	CCBL1	1250.4/1416.3	1164.7/1272.8	1333.4	1218.8	-0.12955	13759	37338	0.59306	0.27657	0.72343	0.55314	0.74125	False
ANAPC5_m121783708	ANAPC5	1925.4/2038.3	2090.3/1592	1981.9	1841.2	-0.10618	6375.9	56286	0.59301	0.27659	0.72341	0.55317	0.74125	False
C1orf168_p57258372	C1orf168	220.66/246.39	209.36/350.68	233.53	280.02	0.2609	330.94	6146.2	0.59299	0.72301	0.27699	0.55399	0.74157	True
C10orf68_p32974900	C10orf68	982.17/994.18	1199.7/972.81	988.18	1086.3	0.13642	72.093	27378	0.5929	0.72338	0.27662	0.55325	0.74125	True
ANKRD28_p15776985	ANKRD28	1274.9/978.67	989.74/1473.8	1126.8	1231.8	0.12837	43890	31365	0.5926	0.72328	0.27672	0.55345	0.74141	True
ACVR1_p158637019	ACVR1	656.22/1042.4	742.14/775.34	849.32	758.74	-0.16251	74575	23404	0.59211	0.27689	0.72311	0.55378	0.74157	False
CAPN3_p42702633	CAPN3	783.14/842.55	734.36/1068.3	812.85	901.36	0.14894	1764.9	22364	0.59184	0.72302	0.27698	0.55396	0.74157	True
C3orf38_m88199322	C3orf38	320.18/339.43	384.36/386.21	329.81	385.29	0.22368	185.37	8787.4	0.59183	0.72296	0.27704	0.55408	0.74157	True
ALPK2_m56274621	ALPK2	1159.6/1004.5	1123.9/1245.4	1082	1184.7	0.13061	12020	30075	0.59178	0.723	0.277	0.554	0.74157	True
ADARB1_p46595700	ADARB1	725.45/887.35	1019.6/769.51	806.4	894.53	0.14946	13106	22180	0.59176	0.723	0.277	0.55401	0.74157	True
BRCC3_m154299876	BRCC3	614.4/566.87	864/467.18	590.64	665.59	0.17209	1129.4	16067	0.59134	0.72285	0.27715	0.55429	0.74175	True
ANP32E_p150201494	ANP32E	487.48/299.8	466.03/442.72	393.64	454.37	0.2065	17611	10554	0.59113	0.72277	0.27723	0.55447	0.74189	True
ACTR5_p37377204	ACTR5	285.57/296.36	369.45/316.31	290.96	342.88	0.23613	58.246	7717.9	0.59098	0.7226	0.2774	0.55479	0.74212	True
C1orf53_p197871783	C1orf53	1362.9/1331.9	1369.6/1095.7	1347.4	1232.6	-0.12833	481.59	37745	0.59072	0.27735	0.72265	0.55471	0.74211	False
ANK3_m61898807	ANK3	226.43/205.04	243.71/99.611	215.74	171.66	-0.32801	228.86	5662	0.59022	0.27752	0.72248	0.55504	0.74236	False
BAIAP2_p79009064	BAIAP2	486.04/596.16	633.25/591.84	541.1	612.55	0.17861	6063.8	14673	0.58982	0.72234	0.27766	0.55531	0.74257	True
C10orf68_p32978054	C10orf68	535.07/327.37	526.31/209.13	431.22	367.72	-0.22927	21570	11600	0.58973	0.27768	0.72232	0.55537	0.74257	False
C12orf4_p4643405	C12orf4	1000.9/723.67	705.85/1200.6	862.29	953.21	0.14446	38435	23774	0.58966	0.72229	0.27771	0.55542	0.74257	True
C14orf159_m91626681	C14orf159	468.73/339.43	400.56/284.85	404.08	342.71	-0.23703	8358.9	10844	0.58948	0.27777	0.72223	0.55554	0.74263	False
C9orf41_m77642959	C9orf41	483.15/508.29	568.44/286.6	495.72	427.52	-0.21308	315.91	13401	0.58918	0.27787	0.72213	0.55574	0.74273	False
ALKBH7_p6372822	ALKBH7	425.46/580.66	513.34/355.34	503.06	434.34	-0.21145	12042	13606	0.58914	0.27788	0.72212	0.55577	0.74273	False
APC_p112102045	APC	1161/1159.6	777.14/1755.1	1160.3	1266.1	0.12584	1.0107	32331	0.58864	0.72195	0.27805	0.5561	0.74308	True
ACTR5_p37377163	ACTR5	522.09/797.76	1018.3/459.61	659.93	738.93	0.16291	37995	18022	0.58854	0.72191	0.27809	0.55617	0.74308	True
ADRB3_p37823900	ADRB3	177.4/232.61	287.13/209.13	205	248.13	0.27424	1524.1	5370.5	0.58851	0.72119	0.27881	0.55763	0.74462	True
C15orf57_p40855147	C15orf57	408.16/217.1	221.67/510.87	312.63	366.27	0.22779	18251	8313.9	0.58832	0.72176	0.27824	0.55649	0.74339	True
C4orf21_m113541294	C4orf21	1283.6/1126.9	1696.9/929.12	1205.2	1313	0.12347	12285	33628	0.58772	0.72164	0.27836	0.55672	0.74361	True
BCL11B_m99724109	BCL11B	699.49/702.99	823.81/415.92	701.24	619.87	-0.17768	6.1219	19192	0.58739	0.27847	0.72153	0.55694	0.7438	False
CALB1_p91094297	CALB1	304.31/286.02	262.5/431.65	295.17	347.08	0.23299	167.34	7833.5	0.5865	0.72111	0.27889	0.55778	0.74472	True
AKAP6_p32902755	AKAP6	392.29/168.86	131.58/530.68	280.57	331.13	0.23822	24962	7432.8	0.58638	0.72103	0.27897	0.55794	0.74484	True
ARNTL2_m27521256	ARNTL2	1198.5/806.37	1521.9/678.06	1002.4	1100	0.13382	76886	27787	0.58507	0.72075	0.27925	0.5585	0.74542	True
C17orf80_p71231693	C17orf80	1308.1/656.47	783.62/987.96	982.29	885.79	-0.14903	2.1232e+05	27209	0.58504	0.27926	0.72074	0.55852	0.74542	False
APITD1_m10493986	APITD1	1135.1/916.64	1321.6/927.38	1025.8	1124.5	0.13233	23851	28459	0.58471	0.72063	0.27937	0.55874	0.74555	True
AQP1_m30961706	AQP1	1185.5/1037.3	1132.3/884.85	1111.4	1008.6	-0.13989	10993	30920	0.58461	0.27941	0.72059	0.55881	0.74555	False
C1orf127_m11036284	C1orf127	399.5/227.44	323.43/196.89	313.47	260.16	-0.26798	14803	8337.1	0.58447	0.27945	0.72055	0.5589	0.74555	False
ARFGAP2_m47198334	ARFGAP2	634.59/535.86	813.44/504.46	585.22	658.95	0.17091	4874	15914	0.58445	0.72054	0.27946	0.55892	0.74555	True
C2orf88_m191064694	C2orf88	516.33/582.38	558.07/683.3	549.35	620.68	0.17582	2181.5	14905	0.58426	0.72048	0.27952	0.55905	0.74562	True
ADAM10_m59009866	ADAM10	598.53/608.22	348.71/708.35	603.38	528.53	-0.19074	46.955	16426	0.58403	0.2796	0.7204	0.5592	0.74573	False
ACVR1_m158637054	ACVR1	285.57/840.83	585.94/396.12	563.2	491.03	-0.19747	1.5416e+05	15294	0.5836	0.27975	0.72025	0.55949	0.74588	False
C19orf18_m58485702	C19orf18	611.51/549.64	512.05/795.73	580.58	653.89	0.17127	1914.1	15783	0.58352	0.72023	0.27977	0.55955	0.74588	True
C5orf38_p2752371	C5orf38	1244.7/1082.1	1044.2/1072.4	1163.4	1058.3	-0.13642	13221	32419	0.58346	0.27979	0.72021	0.55959	0.74588	False
C22orf15_m24106324	C22orf15	301.43/789.14	549.64/399.03	545.29	474.33	-0.20071	1.1893e+05	14791	0.58341	0.27981	0.72019	0.55962	0.74588	False
C17orf62_m80407117	C17orf62	679.3/563.43	729.83/664.66	621.36	697.24	0.16597	6713.3	16933	0.58313	0.7201	0.2799	0.55981	0.74604	True
C1orf101_p244715744	C1orf101	611.51/518.63	490.01/495.73	565.07	492.87	-0.19686	4313.9	15347	0.58284	0.28	0.72	0.56	0.74616	False
C1orf85_p156264314	C1orf85	611.51/510.01	443.99/821.36	560.76	632.67	0.17378	5151.3	15226	0.58277	0.71998	0.28002	0.56005	0.74616	True
AGFG1_m228337178	AGFG1	539.4/990.73	808.25/890.68	765.07	849.47	0.15078	1.0185e+05	21004	0.58235	0.71983	0.28017	0.56033	0.7463	True
ADD1_m2877698	ADD1	468.73/391.12	484.18/250.48	429.93	367.33	-0.22645	3011.4	11564	0.58219	0.28022	0.71978	0.56044	0.7463	False
CCDC105_p15121733	CCDC105	738.43/928.71	909.37/581.36	833.57	745.36	-0.16115	18102	22955	0.58219	0.28022	0.71978	0.56044	0.7463	False
ARFGEF1_m68255455	ARFGEF1	171.63/563.43	309.17/310.48	367.53	309.83	-0.24565	76753	9830.2	0.58217	0.28023	0.71977	0.56045	0.7463	False
AQR_m35245087	AQR	178.84/203.32	243.06/221.36	191.08	232.21	0.27994	299.56	4993.3	0.58209	0.71878	0.28122	0.56244	0.74755	True
ATXN3_m92548768	ATXN3	835.06/1161.3	911.31/1278.6	998.19	1095	0.13339	53219	27665	0.58191	0.71969	0.28031	0.56063	0.74639	True
ATF3_m212791539	ATF3	157.21/112	87.502/115.92	134.6	101.71	-0.40076	1021.9	3473.9	0.58176	0.28036	0.71964	0.56073	0.74639	False
AMIGO2_p47472734	AMIGO2	1011/989.01	971.59/834.76	1000	903.17	-0.14679	242.14	27717	0.58168	0.28039	0.71961	0.56078	0.74639	False
C11orf48_m62437447	C11orf48	74.997/241.22	182.78/207.96	158.11	195.37	0.30356	13815	4104	0.58164	0.71768	0.28232	0.56465	0.74959	True
C14orf169_m73957789	C14orf169	722.57/1350.8	1231.5/1039.2	1036.7	1135.4	0.13103	1.9737e+05	28771	0.58163	0.71959	0.28041	0.56082	0.74639	True
C10orf82_p118427784	C10orf82	923.04/696.1	648.16/797.47	809.57	722.82	-0.16331	25751	22271	0.58132	0.28051	0.71949	0.56102	0.74654	False
C10orf111_p15138636	C10orf111	894.19/1013.1	997.52/1098.6	953.66	1048.1	0.13606	7073.1	26388	0.58121	0.71945	0.28055	0.5611	0.74654	True
C15orf56_m40545044	C15orf56	911.5/1674.8	1249.7/1557.7	1293.1	1403.7	0.11823	2.9129e+05	36171	0.58112	0.71942	0.28058	0.56116	0.74654	True
ADD1_m2877776	ADD1	555.27/425.58	554.18/560.39	490.43	557.28	0.18402	8408.6	13253	0.58075	0.71929	0.28071	0.56141	0.74678	True
C19orf25_p1475223	C19orf25	638.92/749.51	694.83/533.59	694.21	614.21	-0.17638	6115.6	18993	0.58053	0.28078	0.71922	0.56156	0.74688	False
ADCY1_p45614294	ADCY1	147.11/303.25	295.56/244.08	225.18	269.82	0.25986	12190	5918.9	0.58022	0.71864	0.28136	0.56273	0.74762	True
ATXN7_m63965611	ATXN7	1570.6/2479.4	1814.2/2514.2	2025	2164.2	0.095845	4.1297e+05	57556	0.58009	0.71907	0.28093	0.56185	0.74717	True
ANXA1_m75773658	ANXA1	1527.3/2005.6	2052.1/1740	1766.5	1896	0.10206	1.1436e+05	49964	0.57966	0.71893	0.28107	0.56215	0.74746	True
C14orf105_m57960350	C14orf105	216.34/210.21	262.5/78.058	213.27	170.28	-0.32308	18.786	5595.1	0.57938	0.28117	0.71883	0.56233	0.74755	False
CAB39L_p49951125	CAB39L	1296.6/723.67	956.68/869.71	1010.1	913.19	-0.14539	1.6412e+05	28008	0.57919	0.28123	0.71877	0.56246	0.74755	False
C15orf39_p75498499	C15orf39	670.65/578.93	636.49/461.94	624.79	549.22	-0.18568	4205.6	17030	0.57912	0.28126	0.71874	0.56251	0.74755	False
C11orf53_p111154939	C11orf53	393.73/337.71	305.93/311.07	365.72	308.5	-0.24475	1569.3	9780.2	0.57886	0.28134	0.71866	0.56268	0.74762	False
C17orf66_p34195666	C17orf66	442.77/401.46	320.19/400.78	422.12	360.48	-0.22713	853.18	11346	0.5787	0.2814	0.7186	0.56279	0.74762	False
CABLES2_m60981994	CABLES2	910.06/1002.8	969/1131.8	956.43	1050.4	0.1351	4299.9	26467	0.57775	0.71828	0.28172	0.56343	0.74837	True
C3orf67_m58899435	C3orf67	754.3/1569.7	1149.2/966.99	1162	1058.1	-0.13501	3.3241e+05	32379	0.57738	0.28184	0.71816	0.56368	0.74861	False
BORA_m73305469	BORA	82.208/356.66	246.3/280.19	219.44	263.25	0.26153	37663	5762.6	0.57713	0.71753	0.28247	0.56494	0.74978	True
C21orf33_m45553702	C21orf33	301.43/261.9	192.5/271.46	281.66	231.98	-0.27889	781.38	7462.7	0.57632	0.2822	0.7178	0.5644	0.74946	False
BAP1_p52443726	BAP1	343.26/234.33	199.63/277.28	288.79	238.46	-0.27525	5932.4	7658.4	0.57621	0.28224	0.71776	0.56447	0.74946	False
AGAP2_p58129143	AGAP2	742.76/485.89	814.09/265.63	614.32	539.86	-0.18609	32991	16734	0.57564	0.28243	0.71757	0.56486	0.74977	False
C12orf42_p103795424	C12orf42	911.5/589.27	740.85/925.05	750.39	832.95	0.1504	51916	20587	0.57541	0.71749	0.28251	0.56502	0.74978	True
C18orf8_p21083662	C18orf8	712.47/456.6	569.73/454.37	584.54	512.05	-0.19066	32735	15895	0.57494	0.28266	0.71734	0.56533	0.75002	False
C9orf9_m135759407	C9orf9	540.84/420.42	477.69/614.56	480.63	546.13	0.18395	7251.4	12979	0.57493	0.71733	0.28267	0.56535	0.75002	True
C1orf100_p244538747	C1orf100	638.92/751.23	473.8/757.86	695.08	615.83	-0.17436	6307.7	19017	0.57462	0.28277	0.71723	0.56555	0.75019	False
C17orf75_m30668287	C17orf75	628.82/926.98	955.39/768.35	777.9	861.87	0.1477	44450	21369	0.57439	0.71715	0.28285	0.5657	0.75022	True
BBS9_p33185923	BBS9	739.87/785.69	595.66/763.69	762.78	679.67	-0.1662	1049.8	20939	0.57436	0.28286	0.71714	0.56573	0.75022	False
C10orf54_p73521736	C10orf54	1162.5/916.64	922.98/961.16	1039.5	942.07	-0.14191	30211	28853	0.57387	0.28303	0.71697	0.56606	0.75057	False
BTK_m100629564	BTK	585.55/549.64	513.34/479.42	567.6	496.38	-0.19306	644.82	15418	0.57356	0.28313	0.71687	0.56626	0.75066	False
C9orf24_m34381382	C9orf24	447.1/158.52	473.16/235.34	302.81	354.25	0.22567	41639	8043.6	0.57356	0.71676	0.28324	0.56647	0.75072	True
ARL8B_p5164206	ARL8B	706.7/751.23	604.73/1015.3	728.97	810.03	0.15193	991.56	19979	0.57353	0.71686	0.28314	0.56628	0.75066	True
CBX7_m39548412	CBX7	574.02/613.39	773.9/559.22	593.7	666.56	0.16673	775.31	16153	0.57326	0.71676	0.28324	0.56647	0.75072	True
ARHGEF10_m1808096	ARHGEF10	641.8/208.48	402.51/570.29	425.14	486.4	0.19376	93881	11430	0.57295	0.71665	0.28335	0.5667	0.75082	True
C17orf47_m56621526	C17orf47	550.94/518.63	614.46/593.01	534.78	603.73	0.17465	522.03	14496	0.57266	0.71656	0.28344	0.56687	0.75088	True
C18orf25_p43796190	C18orf25	695.16/1059.7	555.47/1021.2	877.41	788.32	-0.15429	66426	24206	0.57263	0.28345	0.71655	0.56689	0.75088	False
APOBEC3A_m39353718	APOBEC3A	418.25/230.88	408.99/346.6	324.57	377.79	0.21846	17553	8642.9	0.57253	0.71645	0.28355	0.5671	0.75095	True
C1orf52_m85725257	C1orf52	243.74/675.42	452.42/594.17	459.58	523.29	0.18692	93175	12390	0.57238	0.71646	0.28354	0.56707	0.75095	True
C17orf58_p65989184	C17orf58	470.17/339.43	410.28/280.19	404.8	345.24	-0.22901	8546.4	10864	0.57156	0.28381	0.71619	0.56762	0.75154	False
BARX2_m129245971	BARX2	230.76/477.28	506.86/312.23	354.02	409.55	0.20966	30385	9456.3	0.57103	0.71597	0.28403	0.56806	0.75182	True
CC2D1B_m52828377	CC2D1B	940.35/637.52	690.29/719.42	788.93	704.85	-0.16236	45853	21683	0.57099	0.284	0.716	0.56801	0.75182	False
ACTRT3_m169487252	ACTRT3	278.35/828.77	358.43/608.74	553.56	483.58	-0.1946	1.5148e+05	15023	0.57093	0.28402	0.71598	0.56805	0.75182	False
C6orf195_m2624032	C6orf195	74.997/168.86	151.67/156.12	121.93	153.89	0.33348	4404.7	3135.7	0.57085	0.7117	0.2883	0.57659	0.75861	True
C6orf203_p107360951	C6orf203	1153.8/871.85	1452.5/764.27	1012.8	1108.4	0.12997	39749	28085	0.5703	0.71576	0.28424	0.56847	0.75227	True
C6orf120_m170102598	C6orf120	917.27/677.14	842.61/583.11	797.21	712.86	-0.16113	28830	21918	0.56975	0.28442	0.71558	0.56884	0.7526	False
C15orf57_m40855168	C15orf57	752.85/1070	941.13/1062.5	911.42	1001.8	0.13629	50288	25178	0.56972	0.71557	0.28443	0.56887	0.7526	True
C2orf57_p232457777	C2orf57	886.98/847.72	1152.4/758.44	867.35	955.44	0.13939	770.68	23919	0.56954	0.7155	0.2845	0.56899	0.75266	True
C17orf66_p34195686	C17orf66	112.5/80.982	248.89/1.165	96.739	125.03	0.36676	496.56	2467.6	0.56951	0.70798	0.29202	0.58404	0.76376	True
BIRC3_m102195335	BIRC3	1354.3/1442.2	1228.3/1342.7	1398.2	1285.5	-0.12118	3862.4	39220	0.56923	0.2846	0.7154	0.5692	0.75284	False
AIRE_m45705953	AIRE	617.28/1135.5	773.25/1156.3	876.37	964.78	0.1385	1.3426e+05	24176	0.56857	0.71518	0.28482	0.56965	0.75333	True
ASZ1_m117067446	ASZ1	615.84/880.46	956.04/703.1	748.15	829.57	0.14885	35012	20523	0.56834	0.7151	0.2849	0.56981	0.75344	True
C19orf45_p7565794	C19orf45	1811.5/1666.2	1285.9/1939.8	1738.8	1612.9	-0.1084	10557	49154	0.56803	0.28501	0.71499	0.57001	0.75361	False
ACVR1C_p158443786	ACVR1C	1383.1/890.8	1302.2/1173.8	1137	1238	0.12269	1.2119e+05	31657	0.56771	0.71488	0.28512	0.57023	0.75375	True
ACP1_p272042	ACP1	846.6/1149.3	915.2/891.84	997.93	903.52	-0.14322	45799	27657	0.56766	0.28513	0.71487	0.57027	0.75375	False
ADAM10_p59009761	ADAM10	354.79/230.88	189.91/295.92	292.84	242.92	-0.26864	7676.8	7769.5	0.56731	0.28525	0.71475	0.5705	0.75396	False
ATXN2L_p28834760	ATXN2L	516.33/411.8	509.45/291.84	464.06	400.65	-0.21149	5462.7	12516	0.56688	0.2854	0.7146	0.5708	0.75425	False
AGPAT3_p45379613	AGPAT3	587/296.36	479.64/280.19	441.68	379.92	-0.21678	42235	11891	0.56643	0.28555	0.71445	0.5711	0.75455	False
